Position;Start date;End date;Max. Hourly rate;Hours/week;Location;Deadline;Company;Submitter;Status;Candidate/Motivation;URL;Description
Implementatiemanager Herbouw OEP en BWB;30/05/2024;29/05/2025;;36 uren per week;Den Haag;14/05/2024;Ministerie van Binnenlandse Zaken - Logius (BT);<src.db.db.ContactModel object at 0x000001CA9FAFE300>;Open;[];https://striive.com/nl/opdrachten/ministerie-van-binnenlandse-zaken---logius-bt/implementatiemanager-herbouw-oep-en-bwb/eb749329-10c7-421b-8af1-7756b38b82d1;<src.db.db.AssignmentModel object at 0x000001CA9FAFE210>
